USC00110072.txt_1985	0.999997659508512715120787106570787727832794189453125	0.999997659508512715120787106570787727832794189453125	0.999997659508512715120787106570787727832794189453125	
USC00110072.txt_1986	0.9999999999999997779553950749686919152736663818359375	0.9999999999999997779553950749686919152736663818359375	0.9999999999999997779553950749686919152736663818359375	
USC00110072.txt_1987	0.99999619527689864728614566047326661646366119384765625	0.99999619527689864728614566047326661646366119384765625	0.99999619527689864728614566047326661646366119384765625	
USC00110072.txt_1988	1.0000041528282557212747860830859281122684478759765625	1.0000041528282557212747860830859281122684478759765625	1.0000041528282557212747860830859281122684478759765625	
USC00110072.txt_1989	1.0000051040493513898610444812220521271228790283203125	1.0000051040493513898610444812220521271228790283203125	1.0000051040493513898610444812220521271228790283203125	
USC00110072.txt_1990	0.99999999999999988897769753748434595763683319091796875	0.99999999999999988897769753748434595763683319091796875	0.99999999999999988897769753748434595763683319091796875	
USC00110072.txt_1991	0.999993323450689697295956648304127156734466552734375	0.999993323450689697295956648304127156734466552734375	0.999993323450689697295956648304127156734466552734375	
USC00110072.txt_1992	1.0000002225343689321590545660001225769519805908203125	1.0000002225343689321590545660001225769519805908203125	1.0000002225343689321590545660001225769519805908203125	
USC00110072.txt_1993	1.000004105367458873132591179455630481243133544921875	1.000004105367458873132591179455630481243133544921875	1.000004105367458873132591179455630481243133544921875	
USC00110072.txt_1994	1.00000357486247803961987301590852439403533935546875	1.00000357486247803961987301590852439403533935546875	1.00000357486247803961987301590852439403533935546875	
USC00110072.txt_1995	1	1	1	
USC00110072.txt_1996	1.0000076477787358530946448809118010103702545166015625	1.0000076477787358530946448809118010103702545166015625	1.0000076477787358530946448809118010103702545166015625	
USC00110072.txt_1997	0.99999096318599967059270738900522701442241668701171875	0.99999096318599967059270738900522701442241668701171875	0.99999096318599967059270738900522701442241668701171875	
USC00110072.txt_1998	0.99999730193662983435132218801300041377544403076171875	0.99999730193662983435132218801300041377544403076171875	0.99999730193662983435132218801300041377544403076171875	
USC00110072.txt_1999	1.00000467635805190269593367702327668666839599609375	1.00000467635805190269593367702327668666839599609375	1.00000467635805190269593367702327668666839599609375	
USC00110072.txt_2000	1.000005904975279857893610824248753488063812255859375	1.000005904975279857893610824248753488063812255859375	1.000005904975279857893610824248753488063812255859375	
USC00110072.txt_2001	1.00000830686424624360597590566612780094146728515625	1.00000830686424624360597590566612780094146728515625	1.00000830686424624360597590566612780094146728515625	
USC00110072.txt_2002	1.000004309397059643060856615193188190460205078125	1.000004309397059643060856615193188190460205078125	1.000004309397059643060856615193188190460205078125	
USC00110072.txt_2003	0.99999749902719725636046632644138298928737640380859375	0.99999749902719725636046632644138298928737640380859375	0.99999749902719725636046632644138298928737640380859375	
USC00110072.txt_2004	1.0000000000000002220446049250313080847263336181640625	1.0000000000000002220446049250313080847263336181640625	1.0000000000000002220446049250313080847263336181640625	
USC00110072.txt_2005	0.99999157510124858649902535034925676882266998291015625	0.99999157510124858649902535034925676882266998291015625	0.99999157510124858649902535034925676882266998291015625	
USC00110072.txt_2006	1.0000045841351019593190585510456003248691558837890625	1.0000045841351019593190585510456003248691558837890625	1.0000045841351019593190585510456003248691558837890625	
USC00110072.txt_2007	1.0000008303808278764535089067067019641399383544921875	1.0000008303808278764535089067067019641399383544921875	1.0000008303808278764535089067067019641399383544921875	
USC00110072.txt_2008	1.000006070722431417152620269916951656341552734375	1.000006070722431417152620269916951656341552734375	1.000006070722431417152620269916951656341552734375	
USC00110072.txt_2009	1	1	1	
USC00110072.txt_2010	1.000005113252709687543529071263037621974945068359375	1.000005113252709687543529071263037621974945068359375	1.000005113252709687543529071263037621974945068359375	
USC00110072.txt_2011	0.9999959992083760074166320919175632297992706298828125	0.9999959992083760074166320919175632297992706298828125	0.9999959992083760074166320919175632297992706298828125	
USC00110072.txt_2012	1.000003472342914978554517801967449486255645751953125	1.000003472342914978554517801967449486255645751953125	1.000003472342914978554517801967449486255645751953125	
USC00110072.txt_2013	0.99999484653854209259549179478199221193790435791015625	0.99999484653854209259549179478199221193790435791015625	0.99999484653854209259549179478199221193790435791015625	
USC00110072.txt_2014	1	1	1	
USC00110187.txt_1985	1.000003905146470639664357804576866328716278076171875	1.000003905146470639664357804576866328716278076171875	1.000003905146470639664357804576866328716278076171875	
USC00110187.txt_1986	0.99999626425333631996039684963761828839778900146484375	0.99999626425333631996039684963761828839778900146484375	0.99999626425333631996039684963761828839778900146484375	
USC00110187.txt_1987	1.0000028482232325988121601767488755285739898681640625	1.0000028482232325988121601767488755285739898681640625	1.0000028482232325988121601767488755285739898681640625	
USC00110187.txt_1988	1.0000011217124924467469782030093483626842498779296875	1.0000011217124924467469782030093483626842498779296875	1.0000011217124924467469782030093483626842498779296875	
USC00110187.txt_1989	1.0000028754115233287080855006934143602848052978515625	1.0000028754115233287080855006934143602848052978515625	1.0000028754115233287080855006934143602848052978515625	
USC00110187.txt_1990	1.0000010677400210656884382842690683901309967041015625	1.0000010677400210656884382842690683901309967041015625	1.0000010677400210656884382842690683901309967041015625	
USC00110187.txt_1991	1.0000050194336129738559293400612659752368927001953125	1.0000050194336129738559293400612659752368927001953125	1.0000050194336129738559293400612659752368927001953125	
